"study_id","user_id","question_id","ema_rule_id","ema_survey_date","timestamp","Q_Type","response","response_timestamp","question_text"
"Transportation_Equity","user_id_573",2,1,"2022-11-19","2022-11-20 19:05:02",2,"0","2022-11-20 19:05:02","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_573",2,1,"2022-11-20","2022-11-21 23:47:05",2,"0","2022-11-21 23:47:05","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_573",2,1,"2022-11-21","2022-11-22 15:12:51",2,"0","2022-11-22 15:12:51","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_573",3,1,"2022-11-12","2022-11-13 04:36:36",2,"4","2022-11-13 04:36:36","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_573",3,1,"2022-11-13","2022-11-14 04:33:48",2,"8","2022-11-14 04:33:48","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_573",3,1,"2022-11-14","2022-11-15 02:06:46",2,"6","2022-11-15 02:06:46","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_573",3,1,"2022-11-15","2022-11-16 04:08:20",2,"8","2022-11-16 04:08:20","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_573",3,1,"2022-11-16","2022-11-17 05:25:20",2,"4","2022-11-17 05:25:20","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_573",3,1,"2022-11-17","2022-11-18 02:09:26",2,"6","2022-11-18 02:09:26","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_573",3,1,"2022-11-18","2022-11-19 05:33:42",2,"8","2022-11-19 05:33:42","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_573",3,1,"2022-11-19","2022-11-20 19:05:02",2,"8","2022-11-20 19:05:02","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_573",3,1,"2022-11-20","2022-11-21 23:47:05",2,"8","2022-11-21 23:47:05","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_573",3,1,"2022-11-21","2022-11-22 15:12:51",2,"8","2022-11-22 15:12:51","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_573",4,1,"2022-11-12","2022-11-13 04:36:36",1,"Yes","2022-11-13 04:36:36","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_573",4,1,"2022-11-13","2022-11-14 04:33:48",1,"Yes","2022-11-14 04:33:48","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_573",4,1,"2022-11-14","2022-11-15 02:06:46",1,"No","2022-11-15 02:06:46","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_573",4,1,"2022-11-15","2022-11-16 04:08:20",1,"No","2022-11-16 04:08:20","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_573",4,1,"2022-11-16","2022-11-17 05:25:20",1,"No","2022-11-17 05:25:20","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_573",4,1,"2022-11-17","2022-11-18 02:09:26",1,"No","2022-11-18 02:09:26","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_573",4,1,"2022-11-18","2022-11-19 05:33:42",1,"No","2022-11-19 05:33:42","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_573",4,1,"2022-11-19","2022-11-20 19:05:02",1,"No","2022-11-20 19:05:02","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_573",4,1,"2022-11-20","2022-11-21 23:47:05",1,"No","2022-11-21 23:47:05","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_573",4,1,"2022-11-21","2022-11-22 15:12:51",1,"Yes","2022-11-22 15:12:51","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_573",5,1,"2022-11-12","2022-11-13 04:36:36",1,"No","2022-11-13 04:36:36","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_573",5,1,"2022-11-13","2022-11-14 04:33:48",1,"Yes","2022-11-14 04:33:48","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_573",5,1,"2022-11-14","2022-11-15 02:06:46",1,"No","2022-11-15 02:06:46","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_573",5,1,"2022-11-15","2022-11-16 04:08:20",1,"No","2022-11-16 04:08:20","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_573",5,1,"2022-11-16","2022-11-17 05:25:20",1,"Yes","2022-11-17 05:25:20","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_573",5,1,"2022-11-17","2022-11-18 02:09:26",1,"No","2022-11-18 02:09:26","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_573",5,1,"2022-11-18","2022-11-19 05:33:42",1,"No","2022-11-19 05:33:42","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_573",5,1,"2022-11-19","2022-11-20 19:05:02",1,"No","2022-11-20 19:05:02","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_573",5,1,"2022-11-20","2022-11-21 23:47:05",1,"No","2022-11-21 23:47:05","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_573",5,1,"2022-11-21","2022-11-22 15:12:51",1,"No","2022-11-22 15:12:51","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_573",6,1,"2022-11-12","2022-11-13 04:36:36",1,"Medical & Fitness, Shopping Errands, Fun & Leisure","2022-11-13 04:36:36","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_573",6,1,"2022-11-13","2022-11-14 04:33:48",1,"Fun & Leisure","2022-11-14 04:33:48","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_573",6,1,"2022-11-14","2022-11-15 02:06:46",1,"Medical & Fitness","2022-11-15 02:06:46","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_573",6,1,"2022-11-15","2022-11-16 04:08:20",1,"Medical & Fitness, Fun & Leisure","2022-11-16 04:08:20","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_573",6,1,"2022-11-16","2022-11-17 05:25:20",1,"Medical & Fitness, Fun & Leisure","2022-11-17 05:25:20","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_573",6,1,"2022-11-17","2022-11-18 02:09:26",1,"Medical & Fitness, Shopping Errands, Fun & Leisure","2022-11-18 02:09:26","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_573",6,1,"2022-11-18","2022-11-19 05:33:42",1,"Medical & Fitness, Shopping Errands, Fun & Leisure","2022-11-19 05:33:42","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_573",6,1,"2022-11-19","2022-11-20 19:05:02",1,"Medical & Fitness, Shopping Errands, Fun & Leisure","2022-11-20 19:05:02","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_573",6,1,"2022-11-20","2022-11-21 23:47:05",1,"Medical & Fitness, Fun & Leisure","2022-11-21 23:47:05","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_573",6,1,"2022-11-21","2022-11-22 15:12:51",1,"Medical & Fitness, Shopping Errands, Fun & Leisure","2022-11-22 15:12:51","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_573",7,1,"2022-11-12","2022-11-13 04:36:36",1,"Logistically inconvenient","2022-11-13 04:36:36","Which transportation barriers below prevented you from making additional trips to these activities?"
"Transportation_Equity","user_id_573",7,1,"2022-11-13","2022-11-14 04:33:48",1,"Logistically inconvenient","2022-11-14 04:33:48","Which transportation barriers below prevented you from making additional trips to these activities?"
"Transportation_Equity","user_id_573",7,1,"2022-11-14","2022-11-15 02:06:46",1,"Logistically inconvenient, Unaffordable","2022-11-15 02:06:46","Which transportation barriers below prevented you from making additional trips to these activities?"
"Transportation_Equity","user_id_573",7,1,"2022-11-15","2022-11-16 04:08:20",1,"Logistically inconvenient, Unaffordable","2022-11-16 04:08:20","Which transportation barriers below prevented you from making additional trips to these activities?"
"Transportation_Equity","user_id_573",7,1,"2022-11-16","2022-11-17 05:25:20",1,"Logistically inconvenient, Unaffordable","2022-11-17 05:25:20","Which transportation barriers below prevented you from making additional trips to these activities?"
"Transportation_Equity","user_id_573",7,1,"2022-11-17","2022-11-18 02:09:26",1,"Logistically inconvenient, Unaffordable","2022-11-18 02:09:26","Which transportation barriers below prevented you from making additional trips to these activities?"
"Transportation_Equity","user_id_573",7,1,"2022-11-18","2022-11-19 05:33:42",1,"Logistically inconvenient, Unaffordable","2022-11-19 05:33:42","Which transportation barriers below prevented you from making additional trips to these activities?"
"Transportation_Equity","user_id_573",7,1,"2022-11-19","2022-11-20 19:05:02",1,"Logistically inconvenient, Unaffordable","2022-11-20 19:05:02","Which transportation barriers below prevented you from making additional trips to these activities?"
"Transportation_Equity","user_id_573",7,1,"2022-11-20","2022-11-21 23:47:05",1,"Logistically inconvenient, Unaffordable","2022-11-21 23:47:05","Which transportation barriers below prevented you from making additional trips to these activities?"
"Transportation_Equity","user_id_573",7,1,"2022-11-21","2022-11-22 15:12:51",1,"Logistically inconvenient, Unaffordable","2022-11-22 15:12:51","Which transportation barriers below prevented you from making additional trips to these activities?"
"Transportation_Equity","user_id_573",8,1,"2022-11-12","2022-11-13 04:36:36",1,"No","2022-11-13 04:36:36","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_573",8,1,"2022-11-13","2022-11-14 04:33:48",1,"No","2022-11-14 04:33:48","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_573",8,1,"2022-11-14","2022-11-15 02:06:46",1,"No","2022-11-15 02:06:46","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_573",8,1,"2022-11-15","2022-11-16 04:08:20",1,"No","2022-11-16 04:08:20","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_573",8,1,"2022-11-16","2022-11-17 05:25:20",1,"No","2022-11-17 05:25:20","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_573",8,1,"2022-11-17","2022-11-18 02:09:26",1,"No","2022-11-18 02:09:26","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_573",8,1,"2022-11-18","2022-11-19 05:33:42",1,"No","2022-11-19 05:33:42","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_573",8,1,"2022-11-19","2022-11-20 19:05:02",1,"No","2022-11-20 19:05:02","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_573",8,1,"2022-11-20","2022-11-21 23:47:05",1,"No","2022-11-21 23:47:05","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_573",8,1,"2022-11-21","2022-11-22 15:12:51",1,"No","2022-11-22 15:12:51","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_573",10,1,"2022-11-12","2022-11-13 04:36:36",1,"A friend or neighbor","2022-11-13 04:36:36","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_573",10,1,"2022-11-13","2022-11-14 04:33:48",1,"A friend or neighbor","2022-11-14 04:33:48","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_573",10,1,"2022-11-14","2022-11-15 02:06:46",1,"None of the above ","2022-11-15 02:06:46","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_573",10,1,"2022-11-15","2022-11-16 04:08:20",1,"Another","2022-11-16 04:08:20","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_573",10,1,"2022-11-16","2022-11-17 05:25:20",1,"Another","2022-11-17 05:25:20","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_573",10,1,"2022-11-17","2022-11-18 02:09:26",1,"A friend or neighbor","2022-11-18 02:09:26","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_573",10,1,"2022-11-18","2022-11-19 05:33:42",1,"None of the above ","2022-11-19 05:33:42","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_573",10,1,"2022-11-19","2022-11-20 19:05:02",1,"None of the above ","2022-11-20 19:05:02","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_573",10,1,"2022-11-20","2022-11-21 23:47:05",1,"None of the above ","2022-11-21 23:47:05","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_573",10,1,"2022-11-21","2022-11-22 15:12:51",1,"A friend or neighbor","2022-11-22 15:12:51","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_573",11,1,"2022-11-12","2022-11-13 04:36:36",1,"Other","2022-11-13 04:36:36","Please indicate the type(s) of community help you received?"
"Transportation_Equity","user_id_573",11,1,"2022-11-13","2022-11-14 04:33:48",1,"Offering rides","2022-11-14 04:33:48","Please indicate the type(s) of community help you received?"
"Transportation_Equity","user_id_573",11,1,"2022-11-15","2022-11-16 04:08:20",1,"Offering rides","2022-11-16 04:08:20","Please indicate the type(s) of community help you received?"
"Transportation_Equity","user_id_573",11,1,"2022-11-16","2022-11-17 05:25:20",1,"Offering rides","2022-11-17 05:25:20","Please indicate the type(s) of community help you received?"
"Transportation_Equity","user_id_573",11,1,"2022-11-17","2022-11-18 02:09:26",1,"Offering rides, Other","2022-11-18 02:09:26","Please indicate the type(s) of community help you received?"
"Transportation_Equity","user_id_573",11,1,"2022-11-21","2022-11-22 15:12:51",1,"Offering rides","2022-11-22 15:12:51","Please indicate the type(s) of community help you received?"
"Transportation_Equity","user_id_601",1,1,"2022-11-14","2022-11-22 05:34:32",2,"4","2022-11-22 05:34:32","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_601",1,1,"2022-11-16","2022-11-22 05:32:57",2,"2","2022-11-22 05:32:57","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_601",1,1,"2022-11-20","2022-11-21 01:09:30",2,"6","2022-11-21 01:09:30","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_601",1,1,"2022-11-21","2022-11-22 03:28:26",2,"6","2022-11-22 03:28:26","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_601",2,1,"2022-11-14","2022-11-22 05:34:32",2,"4","2022-11-22 05:34:32","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_601",2,1,"2022-11-16","2022-11-22 05:32:57",2,"2","2022-11-22 05:32:57","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_601",2,1,"2022-11-20","2022-11-21 01:09:30",2,"2","2022-11-21 01:09:30","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_601",2,1,"2022-11-21","2022-11-22 03:28:26",2,"2","2022-11-22 03:28:26","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_601",3,1,"2022-11-14","2022-11-22 05:34:32",2,"4","2022-11-22 05:34:32","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_601",3,1,"2022-11-16","2022-11-22 05:32:57",2,"2","2022-11-22 05:32:57","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_601",3,1,"2022-11-20","2022-11-21 01:09:30",2,"4","2022-11-21 01:09:30","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_601",3,1,"2022-11-21","2022-11-22 03:28:26",2,"2","2022-11-22 03:28:26","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_601",4,1,"2022-11-14","2022-11-22 05:34:32",1,"No","2022-11-22 05:34:32","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_601",4,1,"2022-11-16","2022-11-22 05:32:57",1,"No","2022-11-22 05:32:57","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_601",4,1,"2022-11-20","2022-11-21 01:09:30",1,"No","2022-11-21 01:09:30","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_601",4,1,"2022-11-21","2022-11-22 03:28:26",1,"No","2022-11-22 03:28:26","Did you buy anything online today that will be delivered to you?"
"Transportation_Equity","user_id_601",5,1,"2022-11-14","2022-11-22 05:34:32",1,"No","2022-11-22 05:34:32","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_601",5,1,"2022-11-16","2022-11-22 05:32:57",1,"No","2022-11-22 05:32:57","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_601",5,1,"2022-11-20","2022-11-21 01:09:30",1,"No","2022-11-21 01:09:30","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_601",5,1,"2022-11-21","2022-11-22 03:28:26",1,"No","2022-11-22 03:28:26","Did you receive any deliveries today from online shopping?"
"Transportation_Equity","user_id_601",6,1,"2022-11-14","2022-11-22 05:34:32",1,"No additional trips ","2022-11-22 05:34:32","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_601",6,1,"2022-11-16","2022-11-22 05:32:57",1,"No additional trips ","2022-11-22 05:32:57","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_601",6,1,"2022-11-20","2022-11-21 01:09:30",1,"Community or Cultural","2022-11-21 01:09:30","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_601",6,1,"2022-11-21","2022-11-22 03:28:26",1,"No additional trips ","2022-11-22 03:28:26","Would you make any additional trips to any of the activity categories below if transportation was widely available and easy to use? Select all that apply."
"Transportation_Equity","user_id_601",7,1,"2022-11-20","2022-11-21 01:09:30",1,"Logistically inconvenient","2022-11-21 01:09:30","Which transportation barriers below prevented you from making additional trips to these activities?"
"Transportation_Equity","user_id_601",8,1,"2022-11-14","2022-11-22 05:34:32",1,"No","2022-11-22 05:34:32","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_601",8,1,"2022-11-16","2022-11-22 05:32:57",1,"No","2022-11-22 05:32:57","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_601",8,1,"2022-11-20","2022-11-21 01:09:30",1,"No","2022-11-21 01:09:30","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_601",8,1,"2022-11-21","2022-11-22 03:28:26",1,"No","2022-11-22 03:28:26","Did you experience any form of discrimination today?"
"Transportation_Equity","user_id_601",10,1,"2022-11-14","2022-11-22 05:34:32",1,"None of the above ","2022-11-22 05:34:32","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_601",10,1,"2022-11-16","2022-11-22 05:32:57",1,"None of the above ","2022-11-22 05:32:57","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_601",10,1,"2022-11-20","2022-11-21 01:09:30",1,"None of the above ","2022-11-21 01:09:30","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_601",10,1,"2022-11-21","2022-11-22 03:28:26",1,"None of the above ","2022-11-22 03:28:26","Did any of the following groups or people help you make your trips today? Select all that apply."
"Transportation_Equity","user_id_122",1,1,"2022-11-16","2022-11-17 01:02:47",2,"2","2022-11-17 01:02:47","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_122",1,1,"2022-11-18","2022-11-19 01:03:31",2,"4","2022-11-19 01:03:31","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_122",1,1,"2022-11-21","2022-11-22 01:10:04",2,"4","2022-11-22 01:10:04","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_122",1,1,"2022-11-22","2022-11-23 01:12:40",2,"2","2022-11-23 01:12:40","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_122",1,1,"2022-11-23","2022-11-24 01:04:29",2,"8","2022-11-24 01:04:29","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_122",1,1,"2022-11-25","2022-11-26 03:41:41",2,"4","2022-11-26 03:41:41","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_122",1,1,"2022-11-27","2022-11-28 04:49:40",2,"0","2022-11-28 04:49:40","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_122",1,1,"2022-12-30","2022-12-31 15:17:23",2,"4","2022-12-31 15:17:23","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_122",1,1,"2022-12-31","2023-01-01 01:05:15",2,"0","2023-01-01 01:05:15","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_122",1,1,"2023-01-02","2023-01-03 01:37:15",2,"2","2023-01-03 01:37:15","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_122",1,1,"2023-01-04","2023-01-05 02:05:24",2,"4","2023-01-05 02:05:24","When you were at home today, roughly how many hours were spent on work or study?"
"Transportation_Equity","user_id_122",2,1,"2022-11-16","2022-11-17 01:02:47",2,"6","2022-11-17 01:02:47","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_122",2,1,"2022-11-18","2022-11-19 01:03:31",2,"8","2022-11-19 01:03:31","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_122",2,1,"2022-11-21","2022-11-22 01:10:04",2,"0","2022-11-22 01:10:04","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_122",2,1,"2022-11-22","2022-11-23 01:12:40",2,"4","2022-11-23 01:12:40","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_122",2,1,"2022-11-23","2022-11-24 01:04:29",2,"10","2022-11-24 01:04:29","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_122",2,1,"2022-11-25","2022-11-26 03:41:41",2,"6","2022-11-26 03:41:41","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_122",2,1,"2022-11-27","2022-11-28 04:49:40",2,"6","2022-11-28 04:49:40","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_122",2,1,"2022-12-30","2022-12-31 15:17:23",2,"0","2022-12-31 15:17:23","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_122",2,1,"2022-12-31","2023-01-01 01:05:15",2,"2","2023-01-01 01:05:15","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_122",2,1,"2023-01-02","2023-01-03 01:37:15",2,"0","2023-01-03 01:37:15","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_122",2,1,"2023-01-04","2023-01-05 02:05:24",2,"6","2023-01-05 02:05:24","When you were at home today, roughly how many hours were spent on caregiving for family, friends, or others?"
"Transportation_Equity","user_id_122",3,1,"2022-11-16","2022-11-17 01:02:47",2,"2","2022-11-17 01:02:47","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_122",3,1,"2022-11-18","2022-11-19 01:03:31",2,"4","2022-11-19 01:03:31","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_122",3,1,"2022-11-21","2022-11-22 01:10:04",2,"6","2022-11-22 01:10:04","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_122",3,1,"2022-11-22","2022-11-23 01:12:40",2,"2","2022-11-23 01:12:40","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_122",3,1,"2022-11-23","2022-11-24 01:04:29",2,"4","2022-11-24 01:04:29","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_122",3,1,"2022-11-25","2022-11-26 03:41:41",2,"4","2022-11-26 03:41:41","When you were at home today, roughly how many hours were spent on caring for yourself?"
"Transportation_Equity","user_id_122",3,1,"2022-11-27","2022-11-28 04:49:40",2,"4","2022-11-28 04:49:40","When you were at home today, roughly how many hours were spent on caring for yourself?"
